step,time,z,vz,KE
350,3.50000000e-02,1.99393977e+00,-3.44331000e-01,5.92819188e-02
351,3.51000000e-02,1.99390524e+00,-3.45312000e-01,5.96201887e-02
352,3.52000000e-02,1.99387061e+00,-3.46293000e-01,5.99594209e-02
353,3.53000000e-02,1.99383589e+00,-3.47274000e-01,6.02996155e-02
354,3.54000000e-02,1.99380106e+00,-3.48255000e-01,6.06407725e-02
355,3.55000000e-02,1.99376614e+00,-3.49236000e-01,6.09828918e-02
356,3.56000000e-02,1.99373112e+00,-3.50217000e-01,6.13259735e-02
357,3.57000000e-02,1.99369600e+00,-3.51198000e-01,6.16700176e-02
358,3.58000000e-02,1.99366078e+00,-3.52179000e-01,6.20150240e-02
359,3.59000000e-02,1.99362546e+00,-3.53160000e-01,6.23609928e-02
360,3.60000000e-02,1.99359005e+00,-3.54141000e-01,6.27079239e-02
361,3.61000000e-02,1.99355454e+00,-3.55122000e-01,6.30558174e-02
362,3.62000000e-02,1.99351893e+00,-3.56103000e-01,6.34046733e-02
363,3.63000000e-02,1.99348322e+00,-3.57084000e-01,6.37544915e-02
364,3.64000000e-02,1.99344741e+00,-3.58065000e-01,6.41052721e-02
365,3.65000000e-02,1.99341151e+00,-3.59046000e-01,6.44570151e-02
366,3.66000000e-02,1.99337550e+00,-3.60027000e-01,6.48097204e-02
367,3.67000000e-02,1.99333940e+00,-3.61008000e-01,6.51633880e-02
368,3.68000000e-02,1.99330320e+00,-3.61989000e-01,6.55180181e-02
369,3.69000000e-02,1.99326691e+00,-3.62970000e-01,6.58736105e-02
370,3.70000000e-02,1.99323051e+00,-3.63951000e-01,6.62301652e-02
371,3.71000000e-02,1.99319402e+00,-3.64932000e-01,6.65876823e-02
372,3.72000000e-02,1.99315743e+00,-3.65913000e-01,6.69461618e-02
373,3.73000000e-02,1.99312074e+00,-3.66894000e-01,6.73056036e-02
374,3.74000000e-02,1.99308395e+00,-3.67875000e-01,6.76660078e-02
375,3.75000000e-02,1.99304706e+00,-3.68856000e-01,6.80273744e-02
376,3.76000000e-02,1.99301008e+00,-3.69837000e-01,6.83897033e-02
377,3.77000000e-02,1.99297300e+00,-3.70818000e-01,6.87529946e-02
378,3.78000000e-02,1.99293582e+00,-3.71799000e-01,6.91172482e-02
379,3.79000000e-02,1.99289854e+00,-3.72780000e-01,6.94824642e-02
380,3.80000000e-02,1.99286116e+00,-3.73761000e-01,6.98486426e-02
381,3.81000000e-02,1.99282369e+00,-3.74742000e-01,7.02157833e-02
382,3.82000000e-02,1.99278612e+00,-3.75723000e-01,7.05838864e-02
383,3.83000000e-02,1.99274845e+00,-3.76704000e-01,7.09529518e-02
384,3.84000000e-02,1.99271068e+00,-3.77685000e-01,7.13229796e-02
385,3.85000000e-02,1.99267281e+00,-3.78666000e-01,7.16939698e-02
386,3.86000000e-02,1.99263485e+00,-3.79647000e-01,7.20659223e-02
387,3.87000000e-02,1.99259679e+00,-3.80628000e-01,7.24388372e-02
388,3.88000000e-02,1.99255862e+00,-3.81609000e-01,7.28127144e-02
389,3.89000000e-02,1.99252037e+00,-3.82590000e-01,7.31875541e-02
390,3.90000000e-02,1.99248201e+00,-3.83571000e-01,7.35633560e-02
391,3.91000000e-02,1.99244355e+00,-3.84552000e-01,7.39401204e-02
392,3.92000000e-02,1.99240500e+00,-3.85533000e-01,7.43178470e-02
393,3.93000000e-02,1.99236635e+00,-3.86514000e-01,7.46965361e-02
394,3.94000000e-02,1.99232760e+00,-3.87495000e-01,7.50761875e-02
395,3.95000000e-02,1.99228875e+00,-3.88476000e-01,7.54568013e-02
396,3.96000000e-02,1.99224981e+00,-3.89457000e-01,7.58383774e-02
397,3.97000000e-02,1.99221076e+00,-3.90438000e-01,7.62209159e-02
398,3.98000000e-02,1.99217162e+00,-3.91419000e-01,7.66044168e-02
399,3.99000000e-02,1.99213238e+00,-3.92400000e-01,7.69888800e-02
400,4.00000000e-02,1.99209304e+00,-3.93381000e-01,7.73743056e-02
401,4.01000000e-02,1.99205361e+00,-3.94362000e-01,7.77606935e-02
402,4.02000000e-02,1.99201407e+00,-3.95343000e-01,7.81480438e-02
403,4.03000000e-02,1.99197444e+00,-3.96324000e-01,7.85363565e-02
404,4.04000000e-02,1.99193471e+00,-3.97305000e-01,7.89256315e-02
405,4.05000000e-02,1.99189488e+00,-3.98286000e-01,7.93158689e-02
406,4.06000000e-02,1.99185495e+00,-3.99267000e-01,7.97070686e-02
407,4.07000000e-02,1.99181493e+00,-4.00248000e-01,8.00992308e-02
408,4.08000000e-02,1.99177481e+00,-4.01229000e-01,8.04923552e-02
409,4.09000000e-02,1.99173458e+00,-4.02210000e-01,8.08864421e-02
410,4.10000000e-02,1.99169427e+00,-4.03191000e-01,8.12814912e-02
411,4.11000000e-02,1.99165385e+00,-4.04172000e-01,8.16775028e-02
412,4.12000000e-02,1.99161333e+00,-4.05153000e-01,8.20744767e-02
413,4.13000000e-02,1.99157272e+00,-4.06134000e-01,8.24724130e-02
414,4.14000000e-02,1.99153201e+00,-4.07115000e-01,8.28713116e-02
415,4.15000000e-02,1.99149120e+00,-4.08096000e-01,8.32711726e-02
416,4.16000000e-02,1.99145029e+00,-4.09077000e-01,8.36719960e-02
417,4.17000000e-02,1.99140928e+00,-4.10058000e-01,8.40737817e-02
418,4.18000000e-02,1.99136818e+00,-4.11039000e-01,8.44765298e-02
419,4.19000000e-02,1.99132698e+00,-4.12020000e-01,8.48802402e-02
420,4.20000000e-02,1.99128568e+00,-4.13001000e-01,8.52849130e-02
421,4.21000000e-02,1.99124428e+00,-4.13982000e-01,8.56905482e-02
422,4.22000000e-02,1.99120278e+00,-4.14963000e-01,8.60971457e-02
423,4.23000000e-02,1.99116119e+00,-4.15944000e-01,8.65047056e-02
424,4.24000000e-02,1.99111950e+00,-4.16925000e-01,8.69132278e-02
425,4.25000000e-02,1.99107771e+00,-4.17906000e-01,8.73227124e-02
426,4.26000000e-02,1.99103582e+00,-4.18887000e-01,8.77331594e-02
427,4.27000000e-02,1.99099383e+00,-4.19868000e-01,8.81445687e-02
428,4.28000000e-02,1.99095175e+00,-4.20849000e-01,8.85569404e-02
429,4.29000000e-02,1.99090956e+00,-4.21830000e-01,8.89702745e-02
430,4.30000000e-02,1.99086728e+00,-4.22811000e-01,8.93845709e-02
431,4.31000000e-02,1.99082490e+00,-4.23792000e-01,8.97998296e-02
432,4.32000000e-02,1.99078243e+00,-4.24773000e-01,9.02160508e-02
433,4.33000000e-02,1.99073985e+00,-4.25754000e-01,9.06332343e-02
434,4.34000000e-02,1.99069718e+00,-4.26735000e-01,9.10513801e-02
435,4.35000000e-02,1.99065441e+00,-4.27716000e-01,9.14704883e-02
436,4.36000000e-02,1.99061154e+00,-4.28697000e-01,9.18905589e-02
437,4.37000000e-02,1.99056857e+00,-4.29678000e-01,9.23115918e-02
438,4.38000000e-02,1.99052550e+00,-4.30659000e-01,9.27335871e-02
439,4.39000000e-02,1.99048234e+00,-4.31640000e-01,9.31565448e-02
440,4.40000000e-02,1.99043908e+00,-4.32621000e-01,9.35804648e-02
441,4.41000000e-02,1.99039572e+00,-4.33602000e-01,9.40053472e-02
442,4.42000000e-02,1.99035226e+00,-4.34583000e-01,9.44311919e-02
443,4.43000000e-02,1.99030870e+00,-4.35564000e-01,9.48579990e-02
444,4.44000000e-02,1.99026505e+00,-4.36545000e-01,9.52857685e-02
445,4.45000000e-02,1.99022129e+00,-4.37526000e-01,9.57145003e-02
446,4.46000000e-02,1.99017744e+00,-4.38507000e-01,9.61441945e-02
447,4.47000000e-02,1.99013349e+00,-4.39488000e-01,9.65748511e-02
448,4.48000000e-02,1.99008945e+00,-4.40469000e-01,9.70064700e-02
449,4.49000000e-02,1.99004530e+00,-4.41450000e-01,9.74390513e-02
450,4.50000000e-02,1.99000106e+00,-4.42431000e-01,9.78725949e-02
451,4.51000000e-02,1.98995672e+00,-4.43412000e-01,9.83071009e-02
452,4.52000000e-02,1.98991228e+00,-4.44393000e-01,9.87425692e-02
453,4.53000000e-02,1.98986774e+00,-4.45374000e-01,9.91789999e-02
454,4.54000000e-02,1.98982311e+00,-4.46355000e-01,9.96163930e-02
455,4.55000000e-02,1.98977837e+00,-4.47336000e-01,1.00054748e-01
456,4.56000000e-02,1.98973354e+00,-4.48317000e-01,1.00494066e-01
457,4.57000000e-02,1.98968861e+00,-4.49298000e-01,1.00934346e-01
458,4.58000000e-02,1.98964358e+00,-4.50279000e-01,1.01375589e-01
459,4.59000000e-02,1.98959846e+00,-4.51260000e-01,1.01817794e-01
460,4.60000000e-02,1.98955323e+00,-4.52241000e-01,1.02260961e-01
461,4.61000000e-02,1.98950791e+00,-4.53222000e-01,1.02705091e-01
462,4.62000000e-02,1.98946249e+00,-4.54203000e-01,1.03150183e-01
463,4.63000000e-02,1.98941697e+00,-4.55184000e-01,1.03596237e-01
464,4.64000000e-02,1.98937136e+00,-4.56165000e-01,1.04043254e-01
465,4.65000000e-02,1.98932564e+00,-4.57146000e-01,1.04491233e-01
466,4.66000000e-02,1.98927983e+00,-4.58127000e-01,1.04940174e-01
467,4.67000000e-02,1.98923392e+00,-4.59108000e-01,1.05390078e-01
468,4.68000000e-02,1.98918791e+00,-4.60089000e-01,1.05840944e-01
469,4.69000000e-02,1.98914180e+00,-4.61070000e-01,1.06292772e-01
470,4.70000000e-02,1.98909560e+00,-4.62051000e-01,1.06745563e-01
471,4.71000000e-02,1.98904929e+00,-4.63032000e-01,1.07199317e-01
472,4.72000000e-02,1.98900289e+00,-4.64013000e-01,1.07654032e-01
473,4.73000000e-02,1.98895639e+00,-4.64994000e-01,1.08109710e-01
474,4.74000000e-02,1.98890980e+00,-4.65975000e-01,1.08566350e-01
475,4.75000000e-02,1.98886310e+00,-4.66956000e-01,1.09023953e-01
476,4.76000000e-02,1.98881631e+00,-4.67937000e-01,1.09482518e-01
477,4.77000000e-02,1.98876941e+00,-4.68918000e-01,1.09942045e-01
478,4.78000000e-02,1.98872242e+00,-4.69899000e-01,1.10402535e-01
479,4.79000000e-02,1.98867534e+00,-4.70880000e-01,1.10863987e-01
480,4.80000000e-02,1.98862815e+00,-4.71861000e-01,1.11326402e-01
481,4.81000000e-02,1.98858087e+00,-4.72842000e-01,1.11789778e-01
482,4.82000000e-02,1.98853348e+00,-4.73823000e-01,1.12254118e-01
483,4.83000000e-02,1.98848600e+00,-4.74804000e-01,1.12719419e-01
484,4.84000000e-02,1.98843842e+00,-4.75785000e-01,1.13185683e-01
485,4.85000000e-02,1.98839075e+00,-4.76766000e-01,1.13652909e-01
486,4.86000000e-02,1.98834297e+00,-4.77747000e-01,1.14121098e-01
487,4.87000000e-02,1.98829510e+00,-4.78728000e-01,1.14590249e-01
488,4.88000000e-02,1.98824713e+00,-4.79709000e-01,1.15060362e-01
489,4.89000000e-02,1.98819906e+00,-4.80690000e-01,1.15531438e-01
490,4.90000000e-02,1.98815089e+00,-4.81671000e-01,1.16003476e-01
491,4.91000000e-02,1.98810263e+00,-4.82652000e-01,1.16476477e-01
492,4.92000000e-02,1.98805426e+00,-4.83633000e-01,1.16950439e-01
493,4.93000000e-02,1.98800580e+00,-4.84614000e-01,1.17425364e-01
494,4.94000000e-02,1.98795724e+00,-4.85595000e-01,1.17901252e-01
495,4.95000000e-02,1.98790859e+00,-4.86576000e-01,1.18378102e-01
496,4.96000000e-02,1.98785983e+00,-4.87557000e-01,1.18855914e-01
497,4.97000000e-02,1.98781098e+00,-4.88538000e-01,1.19334689e-01
498,4.98000000e-02,1.98776203e+00,-4.89519000e-01,1.19814426e-01
499,4.99000000e-02,1.98771298e+00,-4.90500000e-01,1.20295125e-01
500,5.00000000e-02,1.98766383e+00,-4.91481000e-01,1.20776787e-01
501,5.01000000e-02,1.98761458e+00,-4.92462000e-01,1.21259411e-01
502,5.02000000e-02,1.98756524e+00,-4.93443000e-01,1.21742997e-01
503,5.03000000e-02,1.98751579e+00,-4.94424000e-01,1.22227546e-01
504,5.04000000e-02,1.98746625e+00,-4.95405000e-01,1.22713057e-01
505,5.05000000e-02,1.98741661e+00,-4.96386000e-01,1.23199530e-01
506,5.06000000e-02,1.98736688e+00,-4.97367000e-01,1.23686966e-01
507,5.07000000e-02,1.98731704e+00,-4.98348000e-01,1.24175365e-01
508,5.08000000e-02,1.98726711e+00,-4.99329000e-01,1.24664725e-01
509,5.09000000e-02,1.98721708e+00,-5.00310000e-01,1.25155048e-01
510,5.10000000e-02,1.98716695e+00,-5.01291000e-01,1.25646333e-01
511,5.11000000e-02,1.98711672e+00,-5.02272000e-01,1.26138581e-01
512,5.12000000e-02,1.98706640e+00,-5.03253000e-01,1.26631791e-01
513,5.13000000e-02,1.98701597e+00,-5.04234000e-01,1.27125963e-01
514,5.14000000e-02,1.98696545e+00,-5.05215000e-01,1.27621098e-01
515,5.15000000e-02,1.98691483e+00,-5.06196000e-01,1.28117195e-01
516,5.16000000e-02,1.98686412e+00,-5.07177000e-01,1.28614255e-01
517,5.17000000e-02,1.98681330e+00,-5.08158000e-01,1.29112276e-01
518,5.18000000e-02,1.98676239e+00,-5.09139000e-01,1.29611261e-01
519,5.19000000e-02,1.98671137e+00,-5.10120000e-01,1.30111207e-01
520,5.20000000e-02,1.98666026e+00,-5.11101000e-01,1.30612116e-01
521,5.21000000e-02,1.98660906e+00,-5.12082000e-01,1.31113987e-01
522,5.22000000e-02,1.98655775e+00,-5.13063000e-01,1.31616821e-01
523,5.23000000e-02,1.98650635e+00,-5.14044000e-01,1.32120617e-01
524,5.24000000e-02,1.98645484e+00,-5.15025000e-01,1.32625375e-01
525,5.25000000e-02,1.98640324e+00,-5.16006000e-01,1.33131096e-01
526,5.26000000e-02,1.98635154e+00,-5.16987000e-01,1.33637779e-01
527,5.27000000e-02,1.98629975e+00,-5.17968000e-01,1.34145425e-01
528,5.28000000e-02,1.98624785e+00,-5.18949000e-01,1.34654032e-01
529,5.29000000e-02,1.98619586e+00,-5.19930000e-01,1.35163602e-01
530,5.30000000e-02,1.98614377e+00,-5.20911000e-01,1.35674135e-01
531,5.31000000e-02,1.98609158e+00,-5.21892000e-01,1.36185630e-01
532,5.32000000e-02,1.98603929e+00,-5.22873000e-01,1.36698087e-01
533,5.33000000e-02,1.98598691e+00,-5.23854000e-01,1.37211507e-01
534,5.34000000e-02,1.98593442e+00,-5.24835000e-01,1.37725889e-01
535,5.35000000e-02,1.98588184e+00,-5.25816000e-01,1.38241233e-01
536,5.36000000e-02,1.98582916e+00,-5.26797000e-01,1.38757540e-01
537,5.37000000e-02,1.98577638e+00,-5.27778000e-01,1.39274809e-01
538,5.38000000e-02,1.98572351e+00,-5.28759000e-01,1.39793040e-01
539,5.39000000e-02,1.98567053e+00,-5.29740000e-01,1.40312234e-01
540,5.40000000e-02,1.98561746e+00,-5.30721000e-01,1.40832390e-01
541,5.41000000e-02,1.98556429e+00,-5.31702000e-01,1.41353508e-01
542,5.42000000e-02,1.98551102e+00,-5.32683000e-01,1.41875589e-01
543,5.43000000e-02,1.98545766e+00,-5.33664000e-01,1.42398632e-01
544,5.44000000e-02,1.98540419e+00,-5.34645000e-01,1.42922638e-01
545,5.45000000e-02,1.98535063e+00,-5.35626000e-01,1.43447606e-01
546,5.46000000e-02,1.98529697e+00,-5.36607000e-01,1.43973536e-01
547,5.47000000e-02,1.98524321e+00,-5.37588000e-01,1.44500429e-01
548,5.48000000e-02,1.98518935e+00,-5.38569000e-01,1.45028284e-01
549,5.49000000e-02,1.98513540e+00,-5.39550000e-01,1.45557101e-01
550,5.50000000e-02,1.98508134e+00,-5.40531000e-01,1.46086881e-01
551,5.51000000e-02,1.98502719e+00,-5.41512000e-01,1.46617623e-01
552,5.52000000e-02,1.98497294e+00,-5.42493000e-01,1.47149328e-01
553,5.53000000e-02,1.98491860e+00,-5.43474000e-01,1.47681994e-01
554,5.54000000e-02,1.98486415e+00,-5.44455000e-01,1.48215624e-01
555,5.55000000e-02,1.98480961e+00,-5.45436000e-01,1.48750215e-01
556,5.56000000e-02,1.98475497e+00,-5.46417000e-01,1.49285769e-01
557,5.57000000e-02,1.98470023e+00,-5.47398000e-01,1.49822285e-01
558,5.58000000e-02,1.98464539e+00,-5.48379000e-01,1.50359764e-01
559,5.59000000e-02,1.98459045e+00,-5.49360000e-01,1.50898205e-01
560,5.60000000e-02,1.98453542e+00,-5.50341000e-01,1.51437608e-01
561,5.61000000e-02,1.98448029e+00,-5.51322000e-01,1.51977974e-01
562,5.62000000e-02,1.98442506e+00,-5.52303000e-01,1.52519302e-01
563,5.63000000e-02,1.98436973e+00,-5.53284000e-01,1.53061592e-01
564,5.64000000e-02,1.98431430e+00,-5.54265000e-01,1.53604845e-01
565,5.65000000e-02,1.98425878e+00,-5.55246000e-01,1.54149060e-01
566,5.66000000e-02,1.98420315e+00,-5.56227000e-01,1.54694238e-01
567,5.67000000e-02,1.98414743e+00,-5.57208000e-01,1.55240378e-01
568,5.68000000e-02,1.98409161e+00,-5.58189000e-01,1.55787480e-01
569,5.69000000e-02,1.98403570e+00,-5.59170000e-01,1.56335544e-01
570,5.70000000e-02,1.98397968e+00,-5.60151000e-01,1.56884571e-01
571,5.71000000e-02,1.98392357e+00,-5.61132000e-01,1.57434561e-01
572,5.72000000e-02,1.98386736e+00,-5.62113000e-01,1.57985512e-01
573,5.73000000e-02,1.98381105e+00,-5.63094000e-01,1.58537426e-01
574,5.74000000e-02,1.98375464e+00,-5.64075000e-01,1.59090303e-01
575,5.75000000e-02,1.98369813e+00,-5.65056000e-01,1.59644142e-01
576,5.76000000e-02,1.98364153e+00,-5.66037000e-01,1.60198943e-01
577,5.77000000e-02,1.98358483e+00,-5.67018000e-01,1.60754706e-01
578,5.78000000e-02,1.98352803e+00,-5.67999000e-01,1.61311432e-01
579,5.79000000e-02,1.98347113e+00,-5.68980000e-01,1.61869120e-01
580,5.80000000e-02,1.98341413e+00,-5.69961000e-01,1.62427771e-01
581,5.81000000e-02,1.98335704e+00,-5.70942000e-01,1.62987384e-01
582,5.82000000e-02,1.98329985e+00,-5.71923000e-01,1.63547959e-01
583,5.83000000e-02,1.98324256e+00,-5.72904000e-01,1.64109497e-01
584,5.84000000e-02,1.98318517e+00,-5.73885000e-01,1.64671997e-01
585,5.85000000e-02,1.98312768e+00,-5.74866000e-01,1.65235459e-01
586,5.86000000e-02,1.98307010e+00,-5.75847000e-01,1.65799884e-01
587,5.87000000e-02,1.98301242e+00,-5.76828000e-01,1.66365271e-01
588,5.88000000e-02,1.98295463e+00,-5.77809000e-01,1.66931620e-01
589,5.89000000e-02,1.98289676e+00,-5.78790000e-01,1.67498932e-01
590,5.90000000e-02,1.98283878e+00,-5.79771000e-01,1.68067206e-01
591,5.91000000e-02,1.98278070e+00,-5.80752000e-01,1.68636443e-01
592,5.92000000e-02,1.98272253e+00,-5.81733000e-01,1.69206642e-01
593,5.93000000e-02,1.98266426e+00,-5.82714000e-01,1.69777803e-01
594,5.94000000e-02,1.98260589e+00,-5.83695000e-01,1.70349927e-01
595,5.95000000e-02,1.98254742e+00,-5.84676000e-01,1.70923012e-01
596,5.96000000e-02,1.98248886e+00,-5.85657000e-01,1.71497061e-01
597,5.97000000e-02,1.98243019e+00,-5.86638000e-01,1.72072072e-01
598,5.98000000e-02,1.98237143e+00,-5.87619000e-01,1.72648045e-01
599,5.99000000e-02,1.98231257e+00,-5.88600000e-01,1.73224980e-01
600,6.00000000e-02,1.98225361e+00,-5.89581000e-01,1.73802878e-01
601,6.01000000e-02,1.98219456e+00,-5.90562000e-01,1.74381738e-01
602,6.02000000e-02,1.98213540e+00,-5.91543000e-01,1.74961560e-01
603,6.03000000e-02,1.98207615e+00,-5.92524000e-01,1.75542345e-01
604,6.04000000e-02,1.98201680e+00,-5.93505000e-01,1.76124093e-01
605,6.05000000e-02,1.98195735e+00,-5.94486000e-01,1.76706802e-01
606,6.06000000e-02,1.98189780e+00,-5.95467000e-01,1.77290474e-01
607,6.07000000e-02,1.98183816e+00,-5.96448000e-01,1.77875108e-01
608,6.08000000e-02,1.98177842e+00,-5.97429000e-01,1.78460705e-01
609,6.09000000e-02,1.98171857e+00,-5.98410000e-01,1.79047264e-01
610,6.10000000e-02,1.98165864e+00,-5.99391000e-01,1.79634785e-01
611,6.11000000e-02,1.98159860e+00,-6.00372000e-01,1.80223269e-01
612,6.12000000e-02,1.98153846e+00,-6.01353000e-01,1.80812715e-01
613,6.13000000e-02,1.98147823e+00,-6.02334000e-01,1.81403124e-01
614,6.14000000e-02,1.98141790e+00,-6.03315000e-01,1.81994495e-01
615,6.15000000e-02,1.98135747e+00,-6.04296000e-01,1.82586828e-01
616,6.16000000e-02,1.98129694e+00,-6.05277000e-01,1.83180123e-01
617,6.17000000e-02,1.98123631e+00,-6.06258000e-01,1.83774381e-01
618,6.18000000e-02,1.98117559e+00,-6.07239000e-01,1.84369602e-01
619,6.19000000e-02,1.98111477e+00,-6.08220000e-01,1.84965784e-01
620,6.20000000e-02,1.98105385e+00,-6.09201000e-01,1.85562929e-01
621,6.21000000e-02,1.98099283e+00,-6.10182000e-01,1.86161037e-01
622,6.22000000e-02,1.98093171e+00,-6.11163000e-01,1.86760106e-01
623,6.23000000e-02,1.98087050e+00,-6.12144000e-01,1.87360138e-01
624,6.24000000e-02,1.98080919e+00,-6.13125000e-01,1.87961133e-01
625,6.25000000e-02,1.98074778e+00,-6.14106000e-01,1.88563090e-01
626,6.26000000e-02,1.98068627e+00,-6.15087000e-01,1.89166009e-01
627,6.27000000e-02,1.98062466e+00,-6.16068000e-01,1.89769890e-01
628,6.28000000e-02,1.98056296e+00,-6.17049000e-01,1.90374734e-01
629,6.29000000e-02,1.98050115e+00,-6.18030000e-01,1.90980540e-01
630,6.30000000e-02,1.98043925e+00,-6.19011000e-01,1.91587309e-01
631,6.31000000e-02,1.98037725e+00,-6.19992000e-01,1.92195040e-01
632,6.32000000e-02,1.98031516e+00,-6.20973000e-01,1.92803733e-01
633,6.33000000e-02,1.98025296e+00,-6.21954000e-01,1.93413389e-01
634,6.34000000e-02,1.98019067e+00,-6.22935000e-01,1.94024007e-01
635,6.35000000e-02,1.98012828e+00,-6.23916000e-01,1.94635588e-01
636,6.36000000e-02,1.98006579e+00,-6.24897000e-01,1.95248130e-01
637,6.37000000e-02,1.98000320e+00,-6.25878000e-01,1.95861635e-01
638,6.38000000e-02,1.97994051e+00,-6.26859000e-01,1.96476103e-01
639,6.39000000e-02,1.97987773e+00,-6.27840000e-01,1.97091533e-01
640,6.40000000e-02,1.97981485e+00,-6.28821000e-01,1.97707925e-01
641,6.41000000e-02,1.97975187e+00,-6.29802000e-01,1.98325280e-01
642,6.42000000e-02,1.97968879e+00,-6.30783000e-01,1.98943597e-01
643,6.43000000e-02,1.97962561e+00,-6.31764000e-01,1.99562876e-01
644,6.44000000e-02,1.97956234e+00,-6.32745000e-01,2.00183118e-01
645,6.45000000e-02,1.97949896e+00,-6.33726000e-01,2.00804322e-01
646,6.46000000e-02,1.97943549e+00,-6.34707000e-01,2.01426488e-01
647,6.47000000e-02,1.97937192e+00,-6.35688000e-01,2.02049617e-01
648,6.48000000e-02,1.97930826e+00,-6.36669000e-01,2.02673708e-01
649,6.49000000e-02,1.97924449e+00,-6.37650000e-01,2.03298761e-01
650,6.50000000e-02,1.97918063e+00,-6.38631000e-01,2.03924777e-01
651,6.51000000e-02,1.97911667e+00,-6.39612000e-01,2.04551755e-01
652,6.52000000e-02,1.97905261e+00,-6.40593000e-01,2.05179696e-01
653,6.53000000e-02,1.97898845e+00,-6.41574000e-01,2.05808599e-01
654,6.54000000e-02,1.97892420e+00,-6.42555000e-01,2.06438464e-01
655,6.55000000e-02,1.97885984e+00,-6.43536000e-01,2.07069292e-01
656,6.56000000e-02,1.97879539e+00,-6.44517000e-01,2.07701082e-01
657,6.57000000e-02,1.97873084e+00,-6.45498000e-01,2.08333834e-01
658,6.58000000e-02,1.97866619e+00,-6.46479000e-01,2.08967549e-01
659,6.59000000e-02,1.97860145e+00,-6.47460000e-01,2.09602226e-01
660,6.60000000e-02,1.97853660e+00,-6.48441000e-01,2.10237865e-01
661,6.61000000e-02,1.97847166e+00,-6.49422000e-01,2.10874467e-01
662,6.62000000e-02,1.97840662e+00,-6.50403000e-01,2.11512031e-01
663,6.63000000e-02,1.97834148e+00,-6.51384000e-01,2.12150558e-01
664,6.64000000e-02,1.97827625e+00,-6.52365000e-01,2.12790047e-01
665,6.65000000e-02,1.97821091e+00,-6.53346000e-01,2.13430498e-01
666,6.66000000e-02,1.97814548e+00,-6.54327000e-01,2.14071911e-01
667,6.67000000e-02,1.97807995e+00,-6.55308000e-01,2.14714287e-01
668,6.68000000e-02,1.97801432e+00,-6.56289000e-01,2.15357626e-01
669,6.69000000e-02,1.97794859e+00,-6.57270000e-01,2.16001926e-01
670,6.70000000e-02,1.97788277e+00,-6.58251000e-01,2.16647190e-01
671,6.71000000e-02,1.97781684e+00,-6.59232000e-01,2.17293415e-01
672,6.72000000e-02,1.97775082e+00,-6.60213000e-01,2.17940603e-01
673,6.73000000e-02,1.97768470e+00,-6.61194000e-01,2.18588753e-01
674,6.74000000e-02,1.97761849e+00,-6.62175000e-01,2.19237865e-01
675,6.75000000e-02,1.97755217e+00,-6.63156000e-01,2.19887940e-01
676,6.76000000e-02,1.97748576e+00,-6.64137000e-01,2.20538977e-01
677,6.77000000e-02,1.97741924e+00,-6.65118000e-01,2.21190977e-01
678,6.78000000e-02,1.97735263e+00,-6.66099000e-01,2.21843939e-01
679,6.79000000e-02,1.97728593e+00,-6.67080000e-01,2.22497863e-01
680,6.80000000e-02,1.97721912e+00,-6.68061000e-01,2.23152750e-01
681,6.81000000e-02,1.97715222e+00,-6.69042000e-01,2.23808599e-01
682,6.82000000e-02,1.97708521e+00,-6.70023000e-01,2.24465410e-01
683,6.83000000e-02,1.97701811e+00,-6.71004000e-01,2.25123184e-01
684,6.84000000e-02,1.97695091e+00,-6.71985000e-01,2.25781920e-01
685,6.85000000e-02,1.97688362e+00,-6.72966000e-01,2.26441619e-01
686,6.86000000e-02,1.97681622e+00,-6.73947000e-01,2.27102279e-01
687,6.87000000e-02,1.97674873e+00,-6.74928000e-01,2.27763903e-01
688,6.88000000e-02,1.97668114e+00,-6.75909000e-01,2.28426488e-01
689,6.89000000e-02,1.97661345e+00,-6.76890000e-01,2.29090036e-01
690,6.90000000e-02,1.97654566e+00,-6.77871000e-01,2.29754546e-01
691,6.91000000e-02,1.97647778e+00,-6.78852000e-01,2.30420019e-01
692,6.92000000e-02,1.97640979e+00,-6.79833000e-01,2.31086454e-01
693,6.93000000e-02,1.97634171e+00,-6.80814000e-01,2.31753851e-01
